SRR11212954	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/054/SRR11212954/SRR11212954_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/054/SRR11212954/SRR11212954_2.fastq.gz	107696560;110298145	1447403
SRR11212955	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/055/SRR11212955/SRR11212955_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/055/SRR11212955/SRR11212955_2.fastq.gz	130635143;134572606	1727548
SRR11212956	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/056/SRR11212956/SRR11212956_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/056/SRR11212956/SRR11212956_2.fastq.gz	115073464;119886080	1529971
SRR11212957	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/057/SRR11212957/SRR11212957_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/057/SRR11212957/SRR11212957_2.fastq.gz	151229097;156840695	1990659
SRR11212958	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/058/SRR11212958/SRR11212958_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/058/SRR11212958/SRR11212958_2.fastq.gz	66772036;69397139	898467
SRR11212959	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/059/SRR11212959/SRR11212959_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/059/SRR11212959/SRR11212959_2.fastq.gz	42205534;43219300	578349
SRR11212960	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/060/SRR11212960/SRR11212960_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/060/SRR11212960/SRR11212960_2.fastq.gz	212805399;220465376	2872506
SRR11212961	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/061/SRR11212961/SRR11212961_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/061/SRR11212961/SRR11212961_2.fastq.gz	114364333;117894823	1507487
SRR11212962	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/062/SRR11212962/SRR11212962_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/062/SRR11212962/SRR11212962_2.fastq.gz	78538374;80475612	1056591
SRR11212963	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/063/SRR11212963/SRR11212963_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/063/SRR11212963/SRR11212963_2.fastq.gz	52227606;53343871	694594
SRR11212964	ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/064/SRR11212964/SRR11212964_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR112/064/SRR11212964/SRR11212964_2.fastq.gz	31015492;31961928	492892
